"case_number","date","year","month","time","date_time","crime_code","crime","block","street","type","beat","command","weapon","motivation","number_of_suspects","suspect","victim_count","victim_other","injury","suspect_race_0","suspect_race_1","suspect_race_2","suspect_sex_0","suspect_sex_1","suspect_sex_2","victim_race_0","victim_race_1","victim_race_2","victim_race_3","victim_sex_0","victim_sex_1","victim_sex_2","victim_sex_3"
"16009905","2016-03-08","2016","3","8:26:00 PM","2016-03-08","422.6","Other","2200.0","Imperial","Av","512","Central","Knife","Race","1","Unknown","1.0","","None","B","","","M","","","W","","","","M","","",""
"16013490","2016-04-01","2016","4","9:50:00 PM","2016-04-01","422.6A","Threat, Phone Call","12800.0","Via Nieve #74","","934","Northwestern","Phone","Race","1","Known","1.0","","None","C","","","M","","","B","","","","F","","",""
"16015895","2016-04-17","2016","4","11:05:00 PM","2016-04-17","653M(A)","Threat, Phone Call","1600.0","Thomas Ave","Av","122","Northern","Phone","Religion","2","Unknown","1.0","","None","Unk","Unk","","Unk","Unk","","W","","","","M","","",""
"16017576","2016-04-26","2016","4","8:00:00 PM","2016-04-26","422.6B","Vandalism","500.0","Camino De La Reina #129","","315","Eastern","Spray Paint","Sexual Orientation","Unk","Unknown","1.0","","None","Unk","","","Unk","","","W","","","","M","","",""
"16018078","2016-04-30","2016","4","12:01:00 AM","2016-04-30","422","Other","6900.0","Sandleford","Wy","437","Southeastern","Facebook/computer","Gender","1","Known","1.0","","None","H","","","M","","","W","","","","F","","",""
"16020160","2016-05-13","2016","5","9:00:00 PM","2016-05-13","422.6B","Vandalism","500.0","Camino De La Reina","","315","Eastern","Spray Paint","Sexual Orientation","Unk","Unknown","1.0","","None","Unk","","","Unk","","","W","","","","M","","",""
"16021550","2016-05-23","2016","5","2:20:00 PM","2016-05-23","422.6A","Other","","I-8/Alvarado Canyon","","321","Eastern","Verbal","Race","1","Unknown","1.0","","None","W","","","M","","","B","","","","M","","",""
"16023023","2016-05-23","2016","5","11:30:00 PM","2016-05-23","245A1","Assault, No Weapon","3500.0","Sports Arena","Bl","611","Western","Hands, Fists, Feet","Sexual Orientation","2","Unknown","1.0","","Hospital","H","H","","M","M","","W","","","","M","","",""
"16023668","2016-06-05","2016","6","12:30:00","2016-06-05","211","Robbery","6200.0","University","Av","821","Mid City","Hands, Fists, Feet","Sexual Orientation","1","Unknown","1.0","","No Treat.","B","","","M","","","W","","","","M","","",""
"16024587","2016-06-11","2016","6","10:30:00","2016-06-11","245A1","Assault, w/Weapon","4100.0","Fairmount","Av","831","Eastern","Rod","Race","3","Unknown","1.0","","Hospital","A","A","A","M","M","M","B","","","","M","","",""
"16025303","2016-06-16","2016","6","09:41:00","2016-06-16","245A","Assault, w/Weapon","5300.0","Orange ","Av","826","Mid-City","Bottle","Race","3","Known","1.0","","None","B","B","B","M","M","M","H","","","","M","","",""
"16026441","2016-06-18","2016","6","14:00:00","2016-06-18","422:F","Threat","300.0","University","Av","627","Western","Verbal","Race","1","Known","1.0","Restaurant","None","W","","","M","","","W","","","","M","","",""
"16025550","2016-06-18","2016","6","12:00:00","2016-06-18","422.6","Other","7000.0","Eckstrom","Av","111","Northern","Mail","Religion","Unk","Unknown","1.0","","None","Unk","","","Unk","","","W","","","","F","","",""
"16028219","2016-07-06","2016","7","14:15:00","2016-07-06","211","Robbery","3500.0","Main","St","511","Central","Knife","Sexual Orientation","1","Unknown","1.0","","None","H","","","M","","","H","","","","M","","",""
"16028646","2016-07-09","2016","7","05:30:00","2016-07-09","422.7(A)","Battery","1800.0","Titus","St","626","Western","Hands, Fists, Feet","Sexual Orientation","1","Known","1.0","","Treated","W","","","M","","","H","","","","M","","",""
"16029933","2016-07-16","2016","7","13:00:00","2016-07-16","422A","Other","7000.0","Eckstrom","Av","111","Northern","Mail","Religion","Unk","Unknown","1.0","","None","Unk","","","Unk","","","W","","","","M","","",""
"16029806","2016-07-17","2016","7","16:00:00","2016-07-17","422.6A","Vandalism","11000.0","Pegasus","Av","242","Northeastern","Spray Paint","Religion","Unk","Unknown","1.0","","None","Unk","","","Unk","","","H","","","","M","","",""
"16033533","2016-07-31","2016","7","11:00:00","2016-07-31","422.M","Threat","5800.0","Copley","Dr","313","Eastern","Verbal","Race","1","Unknown","2.0","","None","W","","","M","","","A","B","","","F","M","",""
"16032832","2016-08-08","2016","8","15:00:00","2016-08-08","245A1","Assault, w/Weapon","2200.0","Imperial","Av","514","Central","Knife","Race","1","Known","1.0","","Hospital","W","","","M","","","B","","","","M","","",""
"16033890","2016-08-11","2016","8","18:00:00","2016-08-11","459","Burglary","6400.0","Reflection","Dr","321","Eastern","Marker","Race","Unk","Unknown","1.0","","None","Unk","","","Unk","","","B","","","","F","","",""
"16036850","2016-09-05","2016","9","22:47:00","2016-09-05","245A1","Assault, w/Weapon","6300.0","College Grove","Av","451","Southeastern","Knife","Sexual Orientation","1","Unknown","1.0","","Treated","Unk","","","M","","","W","","","","M","","",""
"16037460","2016-09-09","2016","9","22:20:00","2016-09-09","211F","Robbery","300.0","32nd","St","516","Central","Hands, Fists, Feet","Sexual Orientation","3","Unknown","1.0","","No Treat.","H","H","H","M","M","M","H","","","","M","","",""
"16039755","2016-09-22","2016","9","22:00:00","2016-09-22","422.6B","Vandalism","2400.0","Dusk","Dr","437","Southeastern","Spray Paint","Sexual Orientation","Unk","Unknown","1.0","","None","Unk","","","Unk","","","E","","","","F","","",""
"16041342","2016-10-07","2016","10","01:00:00","2016-10-07","242","Assault, No Weapon","4000.0","04th","Av","627","Western","Hands, Fists, Feet","Sexual Orientation","6","Unknown","1.0","","No Treat.","H","H","H","M","M","M","O","","","","M","","",""
"16046232","2016-10-21","2016","10","20:00:00","2016-10-21","594(B)(2)A","Vandalism","300.0","32nd","St","512","Central","Spray Paint","Religion","Unk","Unknown","1.0","Church","None","Unk","","","Unk","","","","","","","","","",""
"16044681","2016-10-30","2016","10","15:44:00","2016-10-30","245(A)(1)","Assault, No Weapon","5900.0","University","Av","823","MidCity","Hands, Fists, Feet","Religion","3","Known","1.0","","Treated","W","W","W","M","M","M","O","","","","M","","",""
"16044826","2016-10-31","2016","10","12:45:00","2016-10-31","243A","Assault, No Weapon","3800.0","Rosecrans","St","611","Western","Hands, Fists, Feet","Race","1","Known","1.0","","No Treat.","W","","","M","","","B","","","","M","","",""
"16046131","2016-11-08","2016","11","21:00:00","2016-11-08","243A","Assault, No Weapon","1400.0","University","Av","627","Western","Egg","Sexual Orientation","2","Unknown","1.0","","None","Unk","Unk","","M","M","","W","","","","M","","",""
"16047409","2016-11-11","2016","11","07:00:00","2016-11-11","422.6","Threat, Phone Call","4900.0","Ariva","Wy","313","Eastern","Phone","Sexual Orientation","1","Unknown","1.0","","None","Unk","","","Unk","","","W","","","","M","","",""
"16046634","2016-11-13","2016","11","16:10:00","2016-11-13","422.6","Assault, w/Weapon","3900.0","Landis","St","839","Mid-City","Pepper Spray","Race","1","Unknown","2.0","","Treated","B","","","F","","","H","H","","","F","M","",""
"16046655","2016-11-13","2016","11","13:30:00","2016-11-13","594(A):F","Vandalism","6900.0","Golfcrest","Dr","324","Eastern","Other","Race","Unk","Unknown","1.0","","None","Unk","","","Unk","","","B","","","","M","","",""
"16046909","2016-11-15","2016","11","12:00:00","2016-11-15","422.6","Other","7000.0","Eckstrom","Av","111","Northern","Mail","Religion","Unk","Unknown","1.0","","None","Unk","","","Unk","","","W","","","","F","","",""
"16047848","2016-11-21","2016","11","19:00:00","2016-11-21","594A","Vandalism","13100.0","Sandown","Wy","934","Northwestern","Marker","Religion","Unk","Unknown","2.0","","None","Unk","","","Unk","","","W","W","","","M","M","",""
"16048134","2016-11-24","2016","11","17:00:00","2016-11-24","422.6","Vandalism","3000.0","C","St","517","Central","Fire Extinguisher","Race","Unk","Unknown","1.0","","None","Unk","","","Unk","","","B","","","","F","","",""
"16048288","2016-11-26","2016","11","09:00:00","2016-11-26","422.6","Other","2800.0","Dewey","Rd","611","Western","Marker","Race","Unk","Unknown","1.0","","None","Unk","","","Unk","","","H","","","","F","","",""
"16049989","2016-12-07","2016","12","07:00:00","2016-12-07","422.6","Other","2100.0","Via Nina","","124","Northern","Hands, Fists, Feet","Religion","Unk","Unknown","1.0","","None","Unk","","","Unk","","","A","","","","M","","",""
"16050641","2016-12-12","2016","12","18:20:00","2016-12-12","242","Simple Assault","5700.0","Beaumont ","Ave","124","Northern","Hands, Fists, Feet","Sexual Orientation","5","Unknown","1.0","","No Treat.","W","W","W","M","M","M","A","","","","M","","",""
"16052116","2016-12-25","2016","12","13:00:00","2016-12-25","243A","Assault, No Weapon","2200.0","Morley Field","Dr","531","Central","Hands, Fists, Feet","Sexual Orientation","1","Unknown","1.0","","Hospital","W","","","M","","","W","","","","F","","",""
"17034249","2017-01-01","2017","1","00:00:00","2017-01-01","594 (A): F","Vandalism","3800.0","Edna","Pl","811","Mid-City","Other","Race","Unk","Unknown","1.0","","None","Unk","","","Unk","","","O","","","","F","","",""
"17000639","2017-01-05","2017","1","1901-03-27 04:52:00","2018-04-02","245A","Assault, w/Weapon","3800.0","Boundary ","St","813","Mid-City","Vehicle","Sexual Orientation","1","Unknown","1.0","","None","H","","","M","","","H","","","","F","","",""
"17001022","2017-01-08","2017","1","19:50:00","2017-01-08","245A","Assault, No Weapon","2500.0","L","St","515","Central","Hands, Fists, Feet","Sexual Orientation","4","Unknown","1.0","","Treated","Unk","Unk","Unk","M","M","M","H","","","","M","","",""
"17004008","2017-01-29","2017","1","19:00:00","2017-01-29","594B(2)(A)","Vandalism","4700.0","Jewell","St","122","Northern","Other","Religion","Unk","Unknown","1.0","","None","Unk","","","Unk","","","B","","","","M","","",""
"17004125","2017-01-31","2017","1","08:57:00","2017-01-31","148.1A","Bomb Threat","4100.0","Executive ","Dr","115","Northern","Phone","Religion","Unk","Unknown","1.0","Temple","None","Unk","","","Unk","","","H","","","","F","","",""
"17004273","2017-02-01","2017","2","07:30:00","2017-02-01","243D M","Assault, No Weapon","2200.0","Barney","St","437","Southeastern","Hands, Fists, Feet","Race","1","Unknown","1.0","","Hospital","W","","","M","","","F","","","","M","","",""
"17005240","2017-02-07","2017","2","19:00:00","2017-02-07","422.6","Assault, No Weapon","1200.0","K ","St","521","Central","Hands, Fists, Feet","Gender","1","Unknown","1.0","","Treated","B","","","F","","","H","","","","F","","",""
"17006219","2017-02-14","2017","2","15:27:00","2017-02-14","245 (A)","Assault, w/Weapon","200.0","Park","Bl","541","Central","Cane","Race","1","Unknown","1.0","","None","W","","","M","","","O","","","","M","","",""
"17007116","2017-02-20","2017","2","22:38:00","2017-02-20","148.1 (A)","Bomb Threat","4100.0","Executive ","Dr","115","Northern","Email","Religion","Unk","Unknown","1.0","Temple","None","Unk","","","Unk","","","H","","","","M","","",""
"17007667","2017-02-24","2017","2","06:00:00","2017-02-24","594 (B)(4)","Vandalism","4400.0","41st ","St","825","Mid-City","Spray Paint","Sexual Orientation","Unk","Unknown","2.0","","None","Unk","","","Unk","","","W","W","","","M","M","",""
"17008023","2017-02-27","2017","2","16:33:00","2017-02-27","148.1 (A)","Bomb Threat","4100.0","Executive ","Dr","115","Northern","Phone","Religion","Unk","Unknown","1.0","Temple","None","Unk","","","Unk","","","W","","","","M","","",""
"17008509","2017-03-02","2017","3","19:00:00","2017-03-02","422(A)","Other","4700.0","Imperial","Ave","446","Southeastern","Facebook/computer","Race","Unk","Unknown","1.0","High School","None","Unk","","","Unk","","","H","","","","F","","",""
"17009294","2017-03-07","2017","3","21:00:00","2017-03-07","148.1(C )","Bomb Threat","4100.0","Executive ","Dr","115","Northern","Phone","Religion","Unk","Unknown","1.0","Temple","None","Unk","","","Unk","","","H","","","","F","","",""
"17010162","2017-03-13","2017","3","16:15:00","2017-03-13","653M","Threat, Phone Call","4900.0","Murphy Canyon","Rd","313","Eastern","Phone","Religion","Unk","Unknown","1.0","Business","None","Unk","","","Unk","","","W","","","","F","","",""
"17010421","2017-03-15","2017","3","22:30:00","2017-03-15","653M(A)","Threat, Phone Call","3000.0","North Park","Wy","813","Mid-City","Phone","Sexual Orientation","Unk","Unknown","1.0","Bar","None","Unk","","","Unk","","","H","","","","M","","",""
"17010649","2017-03-17","2017","3","14:30:00","2017-03-17","243(D)F","Assault, No Weapon","6600.0","Carmel Valley","Rd","935","Northwestern","Hands, Fists, Feet","Sexual Orientation","1","Known","1.0","","Hospital","B","","","M","","","W","","","","F","","",""
"17013196","2017-03-22","2017","3","18:07:00","2017-03-22","653M","Threat, Phone Call","7700.0","Balboa","Ave","313","Eastern","Phone","Race","Unk","Unknown","1.0","Business","None","Unk","","","M","","","W","","","","F","","",""
"17013704","2017-04-07","2017","4","20:45:00","2017-04-07","243A","Assault, No Weapon","1000.0","04th ","Ave","524","Central","Hands, Fists, Feet","Religion","1","Unknown","1.0","","None","H","","","M","","","B","","","","M","","",""
"17015184","2017-04-15","2017","4","14:00:00","2017-04-15","594(A)","Vandalism","3700.0","30th ","St","813","Mid-City","Spray Paint","Religion","Unk","Unknown","1.0","Business","None","Unk","","","Unk","","","","","","","","","",""
"17014768","2017-04-15","2017","4","19:37:00","2017-04-15","245(a)(1)","Assault, w/Weapon","0.0","24th ","St","512","Central","Stick","Race","1","Unknown","1.0","","Hospital","H","","","M","","","B","","","","M","","",""
"17015573","2017-04-20","2017","4","16:00:00","2017-04-20","459F & 594","Burglary","5400.0","Lea","St","822","Mid-City","Spray Paint","Race","Unk","Unknown","1.0","Business","None","Unk","","","Unk","","","B","","","","F","","",""
"17016020","2017-04-23","2017","4","00:10:00","2017-04-23","245A1","Assault, w/Weapon","1100.0","A","St","521","Central","Cane","Race","1","Unknown","1.0","","Hospital","H","","","M","","","B","","","","M","","",""
"17015940","2017-04-23","2017","4","18:30:00","2017-04-23","242 M","Assault, No Weapon","11500.0","Caminito La Bar","","242","Northeastern","Hands, Fists, Feet","Race","1","Unknown","1.0","","None","W","","","M","","","B","","","","F","","",""
"17017611","2017-05-04","2017","5","14:30:00","2017-05-04","594B(2)(A)","Vandalism","4200.0","Swift","Ave","838","Mid-City","Marker","Race","Unk","Unknown","2.0","","None","Unk","","","Unk","","","B","B","","","F","M","",""
"17019690","2017-05-19","2017","5","21:00:00","2017-05-19","594","Vandalism","4700.0","Fairport","Way","934","Northwestern","Marker","Race","Unk","Unknown","1.0","Business","None","Unk","","","Unk","","","B","","","","F","","",""
"17019750","2017-05-20","2017","5","17:50:00","2017-05-20","422","Threat, Phone Call","700.0","A","St","524","Central","Phone","Sexual Orientation","Unk","Unknown","2.0","","None","Unk","","","M","","","H","W","","","M","F","",""
"17022660","2017-05-21","2017","5","00:30:00","2017-05-21","422.6A","Threat, Phone Call","1600.0","Polk","Ave","624","Mid-City","Phone","Sexual Orientation","Unk","Unknown","1.0","","None","Unk","","","Unk","","","W","","","","M","","",""
"17023023","2017-06-12","2017","6","17:00:00","2017-06-12","594(A)(2)","Vandalism","200.0","Pardee","St","444","Southeastern","Other","Race","Unk","Unknown","1.0","","None","Unk","","","Unk","","","B","","","","M","","",""
"17024121","2017-06-20","2017","6","20:35:00","2017-06-20","243(D)","Assault, No Weapon","900.0","4th","Ave","525","Central","Hands, Fists, Feet","Race","4","Known","1.0","","None","B","B","B","M","M","M","W","","","","M","","",""
"17025240","2017-06-29","2017","6","22:30:00","2017-06-29","245(A)(1)","Assault, No Weapon","1400.0","4th ","Ave","526","Central","Vehicle","Race","1","Known","1.0","","None","W","","","M","","","B","","","","M","","",""
"17025352","2017-06-30","2017","6","22:00:00","2017-06-30","664/211","Robbery","100.0","1700 E Mission Bay","Dr","123","Northern","Knife","Religion","1","Unknown","1.0","","Treated","W","","","M","","","O","","","","M","","",""
"17026690","2017-07-10","2017","7","12:53:00","2017-07-10","422.6","Threat, Phone Call","4000.0","Albatross","St","627","Western","Other","Sexual Orientation","Unk","Unknown","1.0","","None","Unk","","","Unk","","","W","","","","M","","",""
"17027606","2017-07-17","2017","7","21:47:00","2017-07-17","422.6(b)","Vandalism","4100.0","Executive ","Dr","115","Northern","Paint","Religion","Unk","Unknown","1.0","Temple","None","Unk","","","Unk","","","W","","","","M","","",""
"17034178","2017-09-04","2017","9","17:30:00","2017-09-04","211","Robbery","1700.0","Euclid","Ave","447","Eastern","Hands, Fists, Feet","Race","2","Unknown","1.0","","None","W","W","","M","M","","B","","","","F","","",""
"17034795","2017-09-09","2017","9","17:17:00","2017-09-09","245(A)(4)","Assault, w/Weapon","3900.0","8th ","Ave","627","Western","Rocks","Sexual Orientation","1","Known","2.0","","None","B","","","M","","","W","W","","","M","M","",""
"17036122","2017-09-19","2017","9","16:50:00","2017-09-19","242:M","Assault, No Weapon","2800.0","Torrey Pines Scenic ","Dr","126","Northern","Hands, Fists, Feet","Sexual Orientation","1","Known","1.0","","None","B","","","M","","","H","","","","M","","",""
"17036619","2017-09-23","2017","9","00:30:00","2017-09-23","594(A)F","Vandalism","12900.0","Cristallo","Pl","934","Northwestern","Marker","Race","Unk","Unknown","1.0","","None","Unk","","","Unk","","","A","","","","F","","",""
"17036944","2017-09-26","2017","9","07:30:00","2017-09-26","594(b)(1)","Vandalism","8700.0","Bennington ","St","242","Northeastern","Other","Sexual Orientation","Unk","Unknown","1.0","School Bus","None","Unk","","","Unk","","","","","","","","","",""
"17039629","2017-10-13","2017","10","08:30:00","2017-10-13","594(A)","Vandalism","2900.0","Barnard","St","613","Western","Marker","Race","Unk","Unknown","1.0","","None","Unk","","","Unk","","","O","","","","F","","",""
"17041515","2017-11-01","2017","11","01:41:00","2017-11-01","594.3(A)F","Vandalism","4700.0","Mount Abernathy","Av","111","Northern","Spray Paint","Religion","Unk","Unknown","1.0","Church","None","Unk","","","Unk","","","","","","","","","",""
"17043828","2017-11-21","2017","11","04:20:00","2017-11-21","245A1","Assault, w/Weapon","900.0","Park","Bl","521","Central","Lock","Race","1","Known","1.0","","None","B","","","M","","","W","","","","M","","",""
"18000604","2018-01-05","2018","1","19:00:00","2018-01-05","594(A):F","Vandalism","3300.0","31st ","St","813","Mid-City","Sharp Object","Sexual Orientation","Unk","Unknown","1.0","","None","Unk","","","Unk","","","H","","","","M","","",""
"18002415","2018-01-20","2018","1","22:00:00","2018-01-20","242:M","Assault, No Weapon","3500.0","Sports Arena","Blvd","611","Western","Hands, fists, feet","Sexual Orientation","1","Known","1.0","","No Treat.","W","","","M","","","W","","","","M","","",""
"18003081","2018-01-25","2018","1","19:00:00","2018-01-25","594(A)","Vandalism","3800.0","Winona","Ave","828","Mid-City","Rock","Religion","6","Known","2.0","","None","B","B","B","M","M","F","O","O","","","F","F","",""
"18003320","2018-01-29","2018","1","08:00:00","2018-01-29","594(B)(4)","Vandalism","13300.0","Salmon River","Rd","233","Northeastern","Marker","Race","Unk","Unknown","1.0","City Bench","None","Unk","","","Unk","","","","","","","","","",""
"18003728","2018-02-01","2018","2","10:00:00","2018-02-01","422:F","Threat","2400.0","Otay Center","Dr","713","Southern","Letter","Race","1","Unknown","2.0","Restaurant","None","Unk","","","Unk","","","H","H","","","F","F","",""
"18005199","2018-02-07","2018","2","20:00:00","2018-02-07","242:M ","Assault","3700.0","Birch","St","826","Mid-City","Hands","Sexual Orientation","1","Unknown","1.0","","Treated","Unk","","","Unk","","","H","","","","M","","",""
"18004972","2018-02-11","2018","2","16:00:00","2018-02-11","422.6A","Vandalism","300.0","G","St","525","Central","Bottle","Religion","1","Unknown","0.0","Church","None","Unk","","","Unk","","","","","","","","","",""
"18006221","2018-02-23","2018","2","12:11:00","2018-02-23","594(A):F","Vandalism","4600.0","Park","Blvd","624","Western","Brick","Race","1","Known","2.0","Restaurant","None","B","","","M","","","W","W","","","M","M","",""
"18006528","2018-02-26","2018","2","00:05:00","2018-02-26","594(A):F","Vandalism","13000.0","Paseo Lucido","","234","Northeastern","Spray Paint","Race/Sexual Orientation","2","Unknown","0.0","High School","None","Unk","Unk","","Unk","Unk","","","","","","","","",""
"18007157","2018-03-04","2018","3","13:42:00","2018-03-04","422.6","Threat","7000.0","El Cajon","Blvd","821","Mid-City","Verbal","Race","1","Unknown","1.0","","None","W","","","M","","","B","","","","M","","",""
"18010401","2018-04-02","2018","4","21:00:00","2018-04-02","594(B)(1):F","Vandalism","8800.0","Betelgeuse ","Wy","242","Northeastern","Spray Paint","Race","Unk","Unknown","1.0","","None","Unk","","","Unk","","","B","","","","M","","",""
"18011350","2018-04-09","2018","4","20:50:00","2018-04-09","422:F","Threat","3300.0","Adams","Av","811","Mid-City","Facebook","Sexual Orientation","Unk","Unknown","1.0","Church","None","Unk","","","Unk","","","","","","","","","",""
"18011357","2018-04-11","2018","4","13:35:00","2018-04-11","243A","Assault","4100.0","Park","Bl","624","Western","Hands, Fists, Feet","Sexual Orientation","2","Known","1.0","","Treated","B","B","","M","M","","B","","","","M","","",""
"18011970","2018-04-12","2018","4","12:00:00","2018-04-12","594(B)(2)(A)","Vandalism","4400.0","Mentone","St","613","Western","Sharp Object","Race","Unk","Unknown","1.0","","None","Unk","","","Unk","","","B","","","","M","","",""
"18012970","2018-04-26","2018","4","07:14:00","2018-04-26","594(B)(2)(A)","Vandalism","8300.0","Claremont Mesa","Bl","313","Eastern","Rock","Race","1","Known","2.0","","None","W","","","M","","","B","B","","","M","M","",""
"18013576","2018-05-01","2018","5","16:03:00","2018-05-01","422.6","Threat","3100.0","Evening","Wy","124","Northern ","Phone","Race","Unk","Unknown","1.0","","None","Unk","","","Unk","","","W","","","","F","","",""
"18015263","2018-05-16","2018","5","16:16:00","2018-05-16","243A","Assault","500.0","University","Ave","627","Western","Hands, Fists, Feet","Sexual Orientation","1","Known","1.0","","Treated","H","","","M","","","H","","","","M","","",""
"18015995","2018-05-23","2018","5","00:48:00","2018-05-23","422.6","Threat","700.0","W Cedar","St","527","Central","Knife","Race","1","Known","1.0","","None","W","","","M","","","B","","","","F","","",""
"18017632","2018-06-02","2018","6","15:00:00","2018-06-02","594(A):F","Vandalism","9000.0","La Jolla Scenic ","Dr","124","Northern","Marker","Religion","Unk","Unknown","1.0","Temple","None","Unk","","","Unk","","","","","","","","","",""
"18017971","2018-06-09","2018","6","1932-11-07 00:00:00","2051-04-17","594.3","Vandalism","5400.0","Division","St","432","Southeastern","Spray Paint","Race","Unk","Unknown","1.0","Church","None","Unk","","","Unk","","","","","","","","","",""
"18018617","2018-06-11","2018","6","16:00:00","2018-06-11","594(A):F","Vandalism","6800.0","Navajo ","Rd","321","Eastern","Other","Sexual Orientation","1","Known","1.0","","None","W","","","Male","","","H","","","","M","","",""
"18019813","2018-06-26","2018","6","22:30:00","2018-06-26","245(A)(1)","Assault, No Weapon","4000.0","Taylor","St","625","Western","Hands, Fists, Feet","Race","1","Known","1.0","","Treated","B","","","Male","","","W","","","","M","","",""
"18022404","2018-07-17","2018","7","21:00:00","2018-07-17","242","Assault, No Weapon","3700.0","10th ","Av","627","Western","Hands, Fists, Feet","Sexual Orientation","4","Unknown","1.0","","Treated","W","","","M","","","W","","","","M","","",""
"18023073","2018-07-24","2018","7","22:13:00","2018-07-24","243A","Assault, No Weapon","1000.0","University","Av","627","Western","Water Balloon","Sexual Orientation","2","Unknown","1.0","","None","W","W","","M","M","","W","","","","M","","",""
"18024152","2018-08-02","2018","8","14:00:00","2018-08-02","594(A)","Vandalism","13300.0","Salmon River","Rd","233","Northeastern","Marker","Race","Unk","Unknown","1.0","San Diego Park","None","Unk","","","Unk","","","","","","","","","",""
"18025371","2018-08-13","2018","8","00:35:00","2018-08-13","243a","Assault","500.0","Market","St","523","Central","Hands, Fists, Feet","Sexual Orientation","2","Unknown","2.0","","None","H","B","","M","M","","W","W","","","M","M","",""
"18027604","2018-09-01","2018","9","11:30:00","2018-09-01","594(B)(2)(A)","Vandalism","1700.0","Bervy","St","116","Northern","Tire ","Race","4","Known","2.0","","None","W","W","W","M","M","M","W","M","","","M","M","",""
"18029588","2018-09-15","2018","9","11:30:00","2018-09-15","422.6(a)","Assault","5900.0","Linda Vista","Rd","622","Western","Water","Race","1","Unknown","1.0","","None","H","","","F","","","H","","","","F","","",""
"18030114","2018-09-23","2018","9","19:00:00","2018-09-23","594.3(B)","Vandalism","6000.0","Division","St","452","Southeastern","Spray-paint","Religion","1","Unknown","1.0","Church","None","Unk","","","Unk","","","","","","","","","",""
"18030221","2018-09-23","2018","9","20:00:00","2018-09-23","594.3(A):F","Vandalism","5800.0","Alleghany","St","438","Southeastern","Spray-paint","Religion","1","Unknown","1.0","Church","None","Unk","","","Unk","","","","","","","","","",""
"18031253","2018-10-03","2018","10","22:49:00","2018-10-03","245A1","Assault","500.0","15th ","St","521","Central","Golf Club","Race","1","Known","1.0","","Treated","W","","","M","","","B","","","","F","","",""
"18031831","2018-10-09","2018","10","07:35:00","2018-10-09","417A1:M","Threat","10700.0","Black Mountain","Rd","242","Northeastern","Knife","Race","1","Known","1.0","","None","W","","","M","","","H","","","","M","","",""
"18032153","2018-10-11","2018","10","13:05:00","2018-10-11","243A","Assault","5600.0","36th","St","811","Mid-City","Hands, Fists, Feet","Race","1","Known","3.0","","None","H","","","M","","","H","H","H","","M","M","F",""
"18032111","2018-10-11","2018","10","00:00:00","2018-10-11","594(B)(1):F","Vandalism","4800.0","Cole","St","114","Northern","Other-sharp Object","Sexual Orientation","Unk","Unknown","1.0","","None","Unk","","","Unk","","","W","","","","F","","",""
"18032467","2018-10-14","2018","10","20:00:00","2018-10-14","422.6B","Vandalism","1600.0","Polk ","Av","624","Western","Spray Paint","Sexual Orientation","Unk","Unknown","1.0","Church","None","Unk","","","Unk","","","","","","","","","",""
"18034424","2018-10-31","2018","10","23:20:00","2018-10-31","245A1","Assault","4300.0","36th","St","811","Mid-City","Baton","Race","3","Unknown","2.0","","Treated","H","H","H","M","M","M","H","B","","","F","M","",""
"18035021","2018-11-06","2018","11","08:26:00","2018-11-06","245A1","Assault","5000.0","University","Av","826","MidCity","Hands, Fists, Feet","Race","1","Known","2.0","","Treated","B","","","F","","","H","H","","","F","M","",""
"18037683","2018-12-01","2018","12","23:00:00","2018-12-01","422.7(A)","Threat","3800.0","43rd","St","834","Mid-City","Verbal","Sexual Orientation","2","Known","1.0","","None","W","W","","F","M","","W","","","","M","","",""
"18038086","2018-12-05","2018","12","19:19:00","2018-12-05","594.3(B)","Vandalism","1300.0","4th","Av","524","Central","Spray Paint","Religion","1","Known","1.0","Church","None","W","","","M","","","","","","","","","",""
"18038864","2018-12-11","2018","12","20:30:00","2018-12-11","594(A)","Vandalism","4600.0","30th ","St","813","Mid-City","Spray Paint","Race","1","Unknown","2.0","","None","Unk","","","","","","B","B","","","F","M","",""
"18039670","2018-12-19","2018","12","11:44:00","2018-12-19","243A","Assault","400.0","Sea World","Dr","123","Northern","Other- Hose","Race","1","Unknown","1.0","","None","W","","","M","","","B","","","","F","","",""
"19000321","2019-01-04","2019","1","07:13:00","2019-01-04","422.6A","Threat","300.0","Horton Plaza","Pz","525","Central","Knife","Race","1","Unknown","1.0","","None","W","","","M","","","B","","","","M","","",""
"19001639","2019-01-13","2019","1","16:21:00","2019-01-13","422.6","Threat","4700.0","32nd ","St","814","Mid-City","None","Race","1","Known","1.0","","None","H","","","M","","","B","","","","M","","",""
"19600660","2019-01-26","2019","1","12:00:00","2019-01-26","594(B)(2)A","Vandalism","800.0","Archer","St","122","Northern","Marker","Religion","1","Unknown","1.0","City of San Diego","None","Unk","","","Unk","","","","","","","","","",""
"19004291","2019-02-07","2019","2","19:30:00","2019-02-07","594","Vandalism","5500.0","Bellevue","Av","124","Northern","Unknown","Religion","Unk","Unknown","2.0","","None","Unk","","","Unk","","","W","W","","","M","F","",""
"19005259","2019-02-15","2019","2","00:00:00","2019-02-15","422.7","Vandalism","13000.0","Jadestone","Wy","934","Northeastern","Pen","Religion","Unk","Unknown","1.0","","None","Unk","","","Unk","","","W","","","","M","","",""
